cliente_id,nombre,email,telefono,documento,fecha_nacimiento,edad,sexo,ciudad,barrio,direccion,latitud,longitud,estrato,ocupacion,ingresos_mensuales,dispositivo,ip,pais_residencia,canal_adquisicion,origen_dato,fecha_autorizacion,consentimiento_marketing,visitas_web,productos_vistos,categoria_top,compras_6m,monto_compras,fecha_ultima_compra,compras_farmacia_6m,entrega_asistida,busquedas_maternidad,score_riesgo_interno,segmento,churn
DM-01359,Jorge Rojas,jorge.rojas390@miemail.com,3819949422,SYN-46474271,1976-01-01,50,F,Santa Marta,Gaira,Calle 97 # 52-77,11.22136,-74.18906,3.0,Enfermero/a,2990000.0,iOS,12.42.111.24,Colombia,publicidad_pagada,entrega_domicilio,2022-12-11,0,13,31,tecnologia,1,92000.0,2026-03-04,3,0,0,56,en_riesgo,1
DM-00877,David Cardenas,david.cardenas624@webmail.net,3715921429,SYN-53247141,2008-01-01,18,Prefiere no responder,Cali,Granada,Carrera 39 # 71-45,3.45351,-76.54617,5.0,Disenador/a,6680000.0,Windows,166.208.27.118,Colombia,redes_sociales,lista_comprada_tercero,,0,22,44,mascotas,1,340000.0,2026-05-14,2,0,0,26,fiel,0
DM-00564,Laura Mendoza,laura.mendoza513@mail.co,312-930-3555,SYN-45646637,1994-01-01,32,M,Bogota,Chapinero,Transversal 43 # 15-45,4.68118,-74.10345,3.0,Administrador/a,1460000.0,Android,99.233.168.119,Colombia,marketplace,facturacion,2024-06-12,0,19,21,salud_bienestar,6,622000.0,2026-08-05,7,0,0,31,fiel,0
DM-00897,Jorge Pineda,jorge.pineda180@datamail.co,3163293752,SYN-29664629,1994-01-01,32,F,Bogota,Engativa,Transversal 114 # 67-41,4.61799,-74.0707,1.0,Docente,970000.0,Android,13.236.165.38,Colombia,redes_sociales,facturacion,2022-10-09,0,17,32,salud_bienestar,2,199000.0,2026-02-23,4,0,3,73,en_riesgo,0
DM-00998,Andres Beltran,andres.beltran729@webmail.net,3598608815,SYN-22515626,1976-12-31,49,F,Bogota,Chapinero,Carrera 20 # 91-43,4.64968,-74.07721,4.0,,2230000.0,Android,87.107.59.78,Alemania,redes_sociales,enriquecimiento_web,,1,15,15,salud_bienestar,2,198000.0,2026-05-01,5,0,0,49,estable,0
DM-01210,Hernan Ospina,hernan.ospina667@miemail.com,322-811-8740,SYN-81245932,1998-01-01,28,F,Cali,Ciudad Jardin,Carrera 102 # 69-62,3.46135,-76.55056,,Tecnico/a,550000.0,iOS,48.116.85.186,Colombia,referido,facturacion,2026-01-25,1,16,37,hogar,4,373000.0,2026-04-17,1,0,0,38,estable,0
DM-00466,Alvaro Zapata,alvaro.zapata355@miemail.com,3242944213,SYN-59120503,2000-01-01,26,F,Pereira,Centro,Transversal 124 # 62-65,4.82829,-75.71489,3.0,Pensionado/a,2550000.0,macOS,158.89.45.212,Colombia,busqueda_organica,facturacion,2025-03-04,0,19,25,moda,3,188000.0,2026-06-14,1,0,0,73,en_riesgo,0
DM-00276,Ximena Beltran,ximena.beltran492@webmail.net,3337657686,SYN-60708315,2008-01-01,18,F,Barranquilla,Riomar,Carrera 32 # 72-73,10.96159,-74.80205,2.0,Contador/a,2580000.0,iOS,60.68.191.209,Colombia,redes_sociales,facturacion,2025-09-12,1,14,13,salud_bienestar,3,237000.0,2026-03-10,3,0,1,6,fiel,0
DM-00808,Luis Velez,luis.velez872@miemail.com,307-127-1640,SYN-26076115,1996-12-31,29,F,Bogota,Engativa,Calle 161 # 23-14,4.63744,-74.10531,,Docente,9130000.0,Linux,145.138.22.74,Colombia,busqueda_organica,facturacion,2024-11-26,0,19,61,deportes,3,119000.0,2026-03-21,2,0,0,45,estable,0
DM-00950,Julian Arango,julian.arango747@correo.com,3373479108,SYN-36084526,1987-01-01,39,F,Cartagena,El Pozon,Transversal 7 # 11-51,10.44494,-75.48545,5.0,Administrador/a,7150000.0,Android,95.136.106.21,Colombia,busqueda_organica,entrega_domicilio,2023-09-01,0,20,57,deportes,0,0.0,2026-01-19,3,0,1,60,en_riesgo,1
DM-01452,Claudia Pineda,claudia.pineda469@datamail.co,3682903685,SYN-18809070,2008-01-01,18,F,Ibague,Centro,Carrera 52 # 6-86,4.46957,-75.22711,1.0,Disenador/a,960000.0,Windows,208.208.99.254,Colombia,referido,registro_cuenta,2024-06-07,1,18,53,moda,3,315000.0,2026-05-02,2,0,0,75,en_riesgo,0
DM-00567,Nicolas Ospina,nicolas.ospina127@webmail.net,3198221934,SYN-54381276,1994-01-01,32,F,Bogota,Suba,Transversal 89 # 96-29,4.67455,-74.11581,5.0,Estudiante,5770000.0,Android,79.250.240.22,Colombia,publicidad_pagada,programa_fidelizacion,2024-08-20,1,15,27,tecnologia,1,187000.0,2026-08-04,1,0,0,23,fiel,0
DM-00607,Lorena Quintero,lorena.quintero304@datamail.co,3183461664,SYN-94545903,2008-01-01,18,Otro,Medellin,Belen,Carrera 31 # 18-45,6.30863,-75.63367,3.0,Ingeniero/a,1730000.0,Windows,54.163.126.23,Colombia,marketplace,registro_cuenta,2023-03-01,0,8,19,salud_bienestar,0,0.0,2025-11-29,3,0,0,77,critico,1
DM-00351,Marcela Castro,marcela.castro599@webmail.net,3415435630,SYN-26098878,1991-01-01,35,F,Ibague,Picalena,Diagonal 124 # 47-78,4.43372,-75.21119,3.0,Docente,2940000.0,Android,78.25.120.148,Colombia,referido,programa_fidelizacion,2024-11-22,1,17,51,tecnologia,2,376000.0,2026-05-19,1,0,1,42,estable,0
DM-90004,Claudia Barrios,claudia.barrios668@webmail.net,3412677392,SYN-70875479,1998-01-01,28,M,Villavicencio,Barzal,Diagonal 111 # 95-32,4.08941,-73.63931,4.0,Docente,5420000.0,Windows,209.14.3.171,Colombia,busqueda_organica,entrega_domicilio,2026-07-22,0,13,41,mascotas,2,85000.0,2026-07-27,1,0,0,35,fiel,0
DM-01107,Jorge Uribe,jorge.uribe778@correo.com,3237276976,SYN-27722785,1976-01-01,50,M,Barranquilla,Simon Bolivar,Diagonal 97 # 20-92,10.98552,-74.82554,3.0,,4920000.0,Android,160.32.200.58,Colombia,email_marketing,registro_cuenta,2024-04-15,1,18,53,supermercado,4,145000.0,2026-08-21,2,0,0,0,fiel,0
DM-01362,Santiago Rojas,santiago.rojas521@correo.com,3054604355,SYN-98614037,1976-01-01,50,F,Medellin,El Poblado,Diagonal 141 # 20-32,6.20313,-75.57127,5.0,Pensionado/a,9780000.0,iOS,112.51.180.253,Colombia,referido,programa_fidelizacion,2022-08-02,1,21,21,tecnologia,4,491000.0,2026-04-27,1,0,0,44,estable,0
DM-00497,Ximena Barrios,ximena.barrios122@correo.com,3949464373,SYN-28088175,1960-12-31,65,M,Medellin,Belen,Diagonal 100 # 8-1,6.22179,-75.55859,2.0,Contador/a,1180000.0,iOS,30.97.69.165,Colombia,email_marketing,registro_cuenta,2024-04-16,0,16,15,salud_bienestar,1,70000.0,2026-08-13,5,0,1,97,critico,1
DM-00599,Oscar Castro,oscar.castro237@mail.co,3690847821,SYN-46869125,2004-12-31,21,F,Medellin,Belen,Transversal 8 # 23-1,6.21149,-75.56715,2.0,Estudiante,3210000.0,Android,77.101.51.164,Colombia,marketplace,facturacion,2025-10-14,0,16,14,supermercado,2,174000.0,2026-05-26,0,0,2,37,estable,0
DM-00425,Daniela Trujillo,daniela.trujillo598@mail.co,3356503042,SYN-14377099,1996-01-01,30,F,Manizales,Palermo,Calle 78 # 53-47,5.05067,-75.51789,2.0,Tecnico/a,2210000.0,Android,22.84.157.80,Colombia,redes_sociales,registro_cuenta,2024-05-29,0,17,25,hogar,0,0.0,2025-10-23,0,0,0,100,critico,1
DM-00192,David Trujillo,david.trujillo251@mail.co,3311018136,SYN-19854625,1991-01-01,35,M,Cartagena,El Pozon,Transversal 82 # 39-54,10.36591,-75.48433,4.0,Docente,2450000.0,iOS,74.120.123.146,Colombia,publicidad_pagada,facturacion,2024-07-23,0,17,53,mascotas,3,446000.0,2026-08-14,0,0,1,43,estable,0
DM-01030,Sebastian Martinez,sebastian.martinez141@miemail.com,3377655659,SYN-85129609,1952-12-31,73,F,Bogota,Engativa,Transversal 166 # 58-73,4.71713,-74.08141,,Enfermero/a,,iOS,191.180.108.189,Ecuador,redes_sociales,entrega_domicilio,2023-10-12,0,12,29,libros,1,68000.0,2026-08-27,0,0,0,55,estable,1
DM-00818,Camila Rojas,camila.rojas726@webmail.net,3187218129,SYN-49752795,1976-01-01,50,M,Bogota,Chapinero,Carrera 30 # 34-24,4.67917,-74.10357,2.0,Tecnico/a,1390000.0,iOS,195.204.76.253,Colombia,email_marketing,registro_cuenta,2025-12-15,1,21,59,bebe_maternidad,5,705000.0,2026-07-12,1,0,4,28,fiel,0
DM-00933,Natalia Vargas,natalia.vargas791@correo.com,3125994913,SYN-73788201,1980-01-01,46,F,Cartagena,El Pozon,Diagonal 119 # 12-22,10.36773,-75.45602,3.0,Administrador/a,1660000.0,Android,116.20.180.43,Colombia,referido,enriquecimiento_web,,0,17,28,bebe_maternidad,4,358000.0,2026-08-05,1,0,1,35,fiel,0
DM-00995,Carlos Rojas,carlos.rojas48@datamail.co,3070081491,SYN-83788747,2000-12-31,25,M,Cali,San Fernando,Calle 40 # 21-91,3.41724,-76.55887,,Docente,5560000.0,macOS,188.1.201.181,Colombia,publicidad_pagada,facturacion,2026-07-15,0,22,61,deportes,4,359000.0,2026-03-09,0,0,0,36,estable,0
DM-00028,Esteban Cifuentes,esteban.cifuentes379@mail.co,3263648738,SYN-51064275,1983-01-01,43,M,Ibague,Centro,Transversal 57 # 48-94,4.4678,-75.19673,1.0,Comerciante,950000.0,iOS,153.249.70.196,Colombia,busqueda_organica,enriquecimiento_web,,0,13,31,supermercado,1,352000.0,2026-03-01,3,0,1,72,en_riesgo,1
DM-01133,Camila Lozano,camila.lozano991@miemail.com,335-420-2552,SYN-45237188,1998-01-01,28,F,Bogota,Usaquen,Diagonal 73 # 38-71,4.64788,-74.06742,3.0,Docente,2640000.0,macOS,22.77.21.220,Colombia,marketplace,facturacion,2024-03-17,0,20,67,hogar,3,267000.0,2026-03-04,0,0,0,36,estable,0
DM-00905,Alvaro Cifuentes,alvaro.cifuentes927@mail.co,3245155097,SYN-13387238,2006-01-01,20,F,Cali,Granada,Carrera 101 # 84-56,3.47452,-76.47647,4.0,Administrador/a,4510000.0,Android,54.164.227.55,Colombia,publicidad_pagada,enriquecimiento_web,,0,17,24,moda,4,337000.0,2026-04-14,1,0,0,33,fiel,0
DM-01429,Sofia Pineda,sofia.pineda792@miemail.com,3292052462,SYN-12273067,1979-01-01,47,M,Pereira,Centro,Transversal 124 # 36-80,4.80225,-75.71051,5.0,Tecnico/a,7830000.0,iOS,209.80.8.49,Colombia,email_marketing,facturacion,2025-05-31,0,19,18,supermercado,3,332000.0,2026-06-22,2,0,0,48,estable,0
DM-00174,Mateo Solano,mateo.solano255@correo.com,3432973231,SYN-38600524,1956-12-31,69,M,Bogota,Usaquen,Diagonal 24 # 93-64,4.6713,-74.07223,3.0,Comerciante,2510000.0,iOS,118.212.93.84,Colombia,referido,facturacion,2022-08-04,1,12,38,libros,1,146000.0,2026-04-29,3,1,0,52,estable,1
DM-00333,Sebastian Naranjo,sebastian.naranjo290@mail.co,345-974-9682,SYN-46684439,2000-12-31,25,M,Cali,Ciudad Jardin,Carrera 177 # 9-13,3.47138,-76.52499,1.0,Administrador/a,1530000.0,Android,58.222.140.206,Colombia,email_marketing,programa_fidelizacion,2024-06-23,1,9,25,mascotas,0,0.0,2026-03-20,0,1,1,79,critico,1
DM-00703,Claudia Rojas,claudia.rojas355@mail.co,3793374733,SYN-33382520,1980-12-31,45,F,Barranquilla,El Prado,Diagonal 104 # 51-78,10.9743,-74.74413,3.0,Ingeniero/a,1740000.0,Android,75.13.97.50,Colombia,marketplace,facturacion,2023-02-18,0,28,76,tecnologia,4,487000.0,2026-08-30,0,1,0,56,en_riesgo,0
DM-00453,Carolina Mendoza,carolina.mendoza593@correo.com,3845112291,SYN-55733179,1972-01-01,54,M,Medellin,Laureles,Transversal 9 # 98-91,6.24013,-75.57083,6.0,Comerciante,6710000.0,iOS,44.220.207.82,Colombia,email_marketing,registro_cuenta,2025-10-01,1,11,19,tecnologia,2,384000.0,2026-08-02,2,0,0,57,en_riesgo,0
DM-00773,Angela Quintero,angela.quintero824@datamail.co,3230363973,SYN-87177365,1994-01-01,32,M,Barranquilla,Simon Bolivar,Carrera 68 # 14-71,10.97475,-74.81081,3.0,Enfermero/a,2340000.0,Android,199.99.38.166,Colombia,busqueda_organica,facturacion,2024-04-19,0,15,19,bebe_maternidad,0,0.0,2025-12-04,3,0,3,81,critico,1
DM-00270,Carlos Moreno,carlos.moreno125@mail.co,3718602335,SYN-71254683,1987-01-01,39,F,Barranquilla,Riomar,Transversal 75 # 71-15,10.9749,-74.7868,4.0,Disenador/a,3820000.0,iOS,162.234.217.217,Colombia,busqueda_organica,entrega_domicilio,2023-08-15,1,19,43,bebe_maternidad,2,291000.0,2026-07-03,0,0,15,3,fiel,0
DM-01211,Carlos Trujillo,carlos.trujillo15@webmail.net,3867350251,SYN-99996077,1980-12-31,45,M,Barranquilla,Simon Bolivar,Calle 75 # 76-51,10.95034,-74.78664,2.0,Administrador/a,2040000.0,iOS,99.162.129.207,Estados Unidos,busqueda_organica,programa_fidelizacion,2026-01-04,1,10,12,hogar,1,168000.0,2026-06-05,0,0,0,29,fiel,1
DM-00710,Ana Naranjo,ana.naranjo368@webmail.net,3856410343,SYN-40194987,1968-12-31,57,F,Cali,Ciudad Jardin,Transversal 138 # 23-63,3.46223,-76.52404,1.0,Ingeniero/a,820000.0,Windows,86.255.84.208,Colombia,publicidad_pagada,registro_cuenta,2025-06-18,1,11,36,tecnologia,4,424000.0,2026-04-24,1,0,1,76,critico,1
DM-01103,Luis Mendoza,luis.mendoza668@datamail.co,326-002-6781,SYN-48942140,1974-01-01,52,F,Cartagena,El Pozon,Diagonal 100 # 57-85,10.3986,-75.50858,5.0,Abogado/a,7530000.0,Windows,56.0.35.102,Colombia,marketplace,lista_comprada_tercero,,0,14,37,deportes,2,655000.0,2026-06-08,3,0,0,15,fiel,0
DM-00135,Santiago Cifuentes,santiago.cifuentes311@miemail.com,3498987750,SYN-63688199,1999-01-01,27,F,Medellin,El Poblado,Transversal 49 # 10-22,6.25789,-75.59074,6.0,,8750000.0,iOS,202.27.83.103,Colombia,marketplace,programa_fidelizacion,2024-11-01,1,16,22,hogar,1,256000.0,2026-08-19,0,0,2,6,fiel,0
DM-00187,Daniela Naranjo,daniela.naranjo165@webmail.net,3759861781,SYN-14204940,1988-12-31,37,F,Bogota,Teusaquillo,Carrera 103 # 1-30,4.69072,-74.08954,5.0,Tecnico/a,8730000.0,Android,82.58.212.231,Colombia,redes_sociales,facturacion,2026-04-11,0,15,50,tecnologia,1,326000.0,2026-07-09,1,0,0,32,fiel,0
DM-01093,Juan Beltran,juan.beltran707@webmail.net,3241326147,SYN-38408864,1975-01-01,51,F,Bogota,Teusaquillo,Diagonal 61 # 70-21,4.64159,-74.0761,2.0,Enfermero/a,1270000.0,Windows,75.224.231.26,Colombia,busqueda_organica,entrega_domicilio,2023-02-01,0,15,12,hogar,3,428000.0,2026-05-01,1,0,0,38,estable,0
DM-01400,Nicolas Cifuentes,nicolas.cifuentes683@webmail.net,3392026203,SYN-27935270,1992-12-31,33,M,Cali,Granada,Diagonal 53 # 44-28,3.48914,-76.52823,4.0,Enfermero/a,3960000.0,macOS,59.214.149.246,Colombia,referido,facturacion,2023-02-22,0,19,30,moda,4,324000.0,2026-06-23,0,0,0,2,fiel,0
DM-01182,Sofia Quintero,sofia.quintero883@mail.co,366-838-5133,SYN-31736666,2008-01-01,18,M,Bogota,Teusaquillo,Transversal 36 # 22-19,4.66986,-74.07832,5.0,Pensionado/a,5790000.0,iOS,205.120.159.53,Colombia,busqueda_organica,facturacion,2024-11-29,1,17,23,salud_bienestar,1,62000.0,2026-04-09,6,0,0,50,estable,0
DM-00252,Valentina Arango,valentina.arango350@webmail.net,363-042-7043,SYN-32466313,1982-01-01,44,Prefiere no responder,Villavicencio,Centro,Calle 5 # 13-70,4.14758,-73.62796,1.0,Tecnico/a,1070000.0,Android,67.179.97.41,Colombia,publicidad_pagada,lista_comprada_tercero,,0,13,38,tecnologia,1,119000.0,2026-08-01,1,0,0,56,en_riesgo,1
DM-00485,Alvaro Riveros,ALVARO.RIVEROS456@MIEMAIL.COM,3734761230,SYN-28019733,1968-01-01,58,M,Cali,Granada,Carrera 154 # 69-58,3.46233,-76.5293,5.0,Enfermero/a,7970000.0,Android,199.91.7.34,Colombia,publicidad_pagada,facturacion,2023-12-05,0,15,50,salud_bienestar,4,172000.0,2026-04-26,2,0,0,47,estable,1
DM-00124,Julian Riveros,julian.riveros911@miemail.com,3659003309,SYN-10157203,1992-12-31,33,M,Barranquilla,Riomar,Diagonal 158 # 34-90,10.95158,-74.75216,2.0,Estudiante,1330000.0,macOS,91.105.6.216,Colombia,email_marketing,lista_comprada_tercero,,0,27,84,hogar,6,700000.0,2026-07-10,3,0,0,56,en_riesgo,0
DM-00655,Lorena Vargas,lorena.vargas769@mail.co,3847988383,SYN-53401132,2008-01-01,18,F,Bogota,Kennedy,Calle 164 # 56-17,4.65224,-74.09727,2.0,Disenador/a,2410000.0,Android,175.189.198.205,Colombia,busqueda_organica,entrega_domicilio,2025-12-17,0,21,43,supermercado,6,1485000.0,2026-02-25,1,0,1,57,en_riesgo,0
DM-01464,David Rojas,david.rojas573@mail.co,3499679834,SYN-65850372,1975-01-01,51,F,Bogota,Kennedy,Calle 43 # 30-57,4.64088,-74.08573,3.0,Estudiante,1180000.0,iOS,72.98.41.249,Colombia,publicidad_pagada,facturacion,2025-06-20,0,12,40,hogar,2,445000.0,2026-03-22,0,0,0,69,en_riesgo,1
DM-00163,Andres Salazar,andres.salazar344@miemail.com,3275264085,SYN-92887610,1975-01-01,51,F,Cartagena,Bocagrande,Calle 171 # 83-51,10.37108,-75.4832,1.0,Docente,920000.0,Android,78.170.59.103,Colombia,busqueda_organica,entrega_domicilio,2024-06-01,0,13,19,tecnologia,1,123000.0,2026-04-11,0,0,0,52,estable,1
DM-01183,Liliana Guerrero,liliana.guerrero810@miemail.com,3035206890,SYN-57112402,1979-01-01,47,F,Bucaramanga,Provenza,Carrera 29 # 13-9,7.09442,-73.11429,3.0,Estudiante,2670000.0,Windows,103.227.109.136,Colombia,redes_sociales,registro_cuenta,2025-04-22,1,14,16,salud_bienestar,2,430000.0,2026-04-27,5,0,0,69,en_riesgo,0
DM-00541,Andres Arango,andres.arango7@datamail.co,3492058182,SYN-65785999,2006-01-01,20,F,Bogota,Chapinero,Carrera 81 # 78-98,4.6416,-74.04818,2.0,Docente,2690000.0,Windows,174.113.32.83,Colombia,email_marketing,facturacion,2026-03-06,0,23,71,libros,2,192000.0,2026-03-20,0,0,1,28,fiel,0
DM-00176,Oscar Rojas,oscar.rojas198@datamail.co,3324956154,SYN-84390224,1976-12-31,49,M,Santa Marta,Gaira,Calle 138 # 92-94,11.26444,-74.18835,1.0,Tecnico/a,2870000.0,Android,217.116.1.151,Colombia,busqueda_organica,programa_fidelizacion,2025-08-12,1,13,34,moda,3,270000.0,2026-04-15,0,0,0,42,estable,0
DM-00044,Ricardo Naranjo,ricardo.naranjo152@datamail.co,3834632346,SYN-14946812,1988-01-01,38,F,Bogota,Kennedy,Carrera 136 # 49-31,4.66219,-74.05083,5.0,Contador/a,3310000.0,Windows,53.151.46.104,Colombia,referido,facturacion,2022-08-12,0,12,23,supermercado,0,0.0,2026-03-23,4,0,2,53,estable,0
DM-01409,Tatiana Gomez,tatiana.gomez809@correo.com,3468500110,SYN-76664399,1983-01-01,43,M,Medellin,El Poblado,Diagonal 90 # 80-34,6.21995,-75.6062,5.0,Comerciante,3140000.0,Android,223.174.122.40,Colombia,marketplace,facturacion,2025-09-09,0,14,26,moda,3,301000.0,2026-05-03,0,0,0,33,fiel,1
DM-01041,Ricardo Peralta,ricardo.peralta322@webmail.net,3962904161,SYN-60273362,1996-01-01,30,F,Ibague,Picalena,Calle 89 # 70-69,4.47302,-75.23914,6.0,Enfermero/a,9550000.0,Windows,154.124.30.163,Colombia,referido,registro_cuenta,2023-12-17,0,11,23,deportes,0,0.0,2026-03-15,1,0,0,43,estable,0
DM-01476,Tatiana Uribe,TATIANA.URIBE730@MIEMAIL.COM,3054387482,SYN-83763563,1971-01-01,55,F,Medellin,Belen,Diagonal 18 # 70-79,6.28395,-75.58346,3.0,Abogado/a,,Android,200.253.71.184,Colombia,publicidad_pagada,facturacion,2024-11-21,0,16,38,hogar,3,581000.0,2026-07-22,0,0,1,21,fiel,0
DM-00930,Daniela Gomez,daniela.gomez942@datamail.co,3971219795,SYN-62754590,2002-01-01,24,M,Manizales,Palermo,Diagonal 32 # 65-66,5.05052,-75.50917,2.0,Pensionado/a,,iOS,104.167.164.103,Colombia,referido,facturacion,2025-10-27,0,14,22,moda,1,150000.0,2026-04-12,3,0,0,36,estable,1
DM-00666,Diana Zapata,diana.zapata782@miemail.com,3724333672,SYN-39593413,2000-12-31,25,M,Pasto,Centro,Diagonal 61 # 77-38,1.23208,-77.29784,2.0,Tecnico/a,2340000.0,Android,88.67.29.145,Colombia,publicidad_pagada,facturacion,2023-11-17,0,12,38,mascotas,2,229000.0,2026-05-14,1,0,1,33,fiel,0
DM-00388,Marcela Rojas,marcela.rojas272@webmail.net,3266711926,SYN-44570563,1988-12-31,37,F,Barranquilla,Riomar,Diagonal 23 # 36-57,11.03053,-74.75565,2.0,Independiente,1360000.0,Android,203.127.107.6,Colombia,busqueda_organica,facturacion,2024-05-03,0,14,32,deportes,2,581000.0,2026-03-01,1,0,0,57,en_riesgo,1
DM-00612,Julian Beltran,julian.beltran835@correo.com,3169680885,SYN-46010912,1988-01-01,38,M,Cartagena,Bocagrande,Transversal 177 # 50-84,10.39626,-75.44631,2.0,Disenador/a,2290000.0,iOS,103.34.139.192,Colombia,referido,entrega_domicilio,2023-01-08,0,19,24,moda,2,131000.0,2026-04-20,0,0,0,17,fiel,1
DM-01370,Sebastian Martinez,sebastian.martinez194@correo.com,3418824446,SYN-73635212,2000-01-01,26,F,Bogota,Teusaquillo,Carrera 110 # 42-18,4.65373,-74.02961,3.0,Estudiante,3330000.0,Windows,81.31.130.15,Colombia,busqueda_organica,facturacion,2024-12-11,0,7,22,tecnologia,1,192000.0,2026-07-18,2,0,1,23,fiel,0
DM-00592,Mateo Pineda,mateo.pineda521@correo.com,3374467757,SYN-58013435,2002-01-01,24,F,Pereira,Alamos,Diagonal 8 # 47-35,4.80177,-75.67661,2.0,Tecnico/a,1520000.0,Android,148.176.248.124,Colombia,referido,entrega_domicilio,2026-06-08,0,11,26,moda,0,0.0,2025-08-19,1,0,0,64,en_riesgo,1
DM-00860,Alvaro Quintero,alvaro.quintero566@mail.co,3828515457,SYN-26115431,1986-01-01,40,M,Cartagena,El Pozon,Carrera 78 # 11-31,10.43042,-75.46001,1.0,Pensionado/a,1060000.0,Windows,210.90.16.244,Colombia,busqueda_organica,entrega_domicilio,2024-06-03,0,19,22,supermercado,3,278000.0,2026-08-27,1,0,0,21,fiel,0
DM-00478,Felipe Uribe,felipe.uribe535@webmail.net,3568304787,SYN-15708409,1980-01-01,46,M,Pereira,Cuba,Transversal 74 # 59-7,4.84926,-75.71718,3.0,Estudiante,,Windows,196.67.114.179,Colombia,email_marketing,facturacion,2022-10-02,0,21,38,moda,0,0.0,2025-10-16,1,0,2,80,critico,1
DM-00534,Carolina Cifuentes,carolina.cifuentes337@datamail.co,3935232550,SYN-77401403,1988-01-01,38,M,Cartagena,El Pozon,Carrera 166 # 9-31,10.33185,-75.4382,4.0,Abogado/a,4150000.0,Android,19.255.220.134,Estados Unidos,publicidad_pagada,lista_comprada_tercero,,0,14,39,moda,3,238000.0,2026-03-27,3,0,0,49,estable,0
DM-00426,Santiago Gomez,santiago.gomez745@correo.com,3299733891,SYN-56665357,2008-01-01,18,M,Cartagena,Manga,Transversal 2 # 32-62,10.38096,-75.47759,4.0,Estudiante,,Windows,37.253.96.140,Colombia,redes_sociales,registro_cuenta,2024-06-17,0,20,36,salud_bienestar,3,622000.0,2026-04-19,2,0,0,52,estable,0
DM-00318,Laura Beltran,laura.beltran327@webmail.net,3693684948,SYN-89550725,1988-12-31,37,M,Bogota,Usaquen,Transversal 23 # 66-4,4.61941,-74.03128,3.0,Docente,1580000.0,macOS,175.183.76.104,Colombia,publicidad_pagada,registro_cuenta,2024-06-21,0,10,24,hogar,2,121000.0,2026-06-30,3,0,0,67,en_riesgo,0
DM-00168,Andres Moreno,andres.moreno227@datamail.co,3326511800,SYN-19362596,1988-01-01,38,M,Bogota,Suba,Carrera 68 # 83-52,4.65782,-74.12007,5.0,Ingeniero/a,2960000.0,Android,137.83.157.65,Colombia,busqueda_organica,entrega_domicilio,2022-10-24,0,19,63,salud_bienestar,2,208000.0,2026-06-17,2,0,0,21,fiel,0
DM-00589,Juan Moreno,juan.moreno954@mail.co,3181809495,SYN-22994517,1986-01-01,40,F,Cartagena,Manga,Carrera 98 # 68-35,10.38968,-75.50705,3.0,Docente,,Windows,171.84.2.154,Colombia,referido,facturacion,2024-09-18,0,17,33,supermercado,3,698000.0,2026-08-11,3,0,0,38,estable,1
DM-00896,Carlos Quintero,carlos.quintero640@webmail.net,3729308034,SYN-77807946,1988-12-31,37,M,Medellin,Belen,Transversal 87 # 3-89,6.22279,-75.58085,4.0,Ingeniero/a,2400000.0,Android,138.84.14.71,Colombia,marketplace,lista_comprada_tercero,,0,19,49,supermercado,3,785000.0,2026-05-14,0,0,0,46,estable,0
DM-01465,Natalia Trujillo,natalia.trujillo122@miemail.com,3030960129,SYN-25882091,1992-12-31,33,F,Cali,Aguablanca,Carrera 141 # 51-23,3.44668,-76.51174,,Docente,3430000.0,iOS,63.245.240.177,Colombia,publicidad_pagada,entrega_domicilio,2025-03-31,0,16,36,hogar,2,253000.0,2026-08-14,0,0,0,10,fiel,0
DM-01327,Camila Cardenas,camila.cardenas485@correo.com,3293854727,SYN-51361006,1968-12-31,57,F,Bogota,Teusaquillo,Transversal 71 # 77-77,4.63989,-74.09722,4.0,Abogado/a,3630000.0,Android,141.111.128.49,Colombia,busqueda_organica,registro_cuenta,2024-09-09,1,8,18,salud_bienestar,0,0.0,2025-11-21,6,0,0,96,critico,1
DM-00510,Angela Guerrero,angela.guerrero342@miemail.com,3753234503,SYN-28659015,1987-01-01,39,F,Medellin,Robledo,Carrera 144 # 83-49,6.24749,-75.55051,4.0,Enfermero/a,5100000.0,Android,100.255.83.132,Colombia,busqueda_organica,enriquecimiento_web,,0,19,34,supermercado,4,216000.0,2026-07-18,0,0,1,39,estable,0
DM-00849,Liliana Guerrero,liliana.guerrero674@webmail.net,3563402922,SYN-14892667,1983-01-01,43,F,Bogota,Chapinero,Calle 151 # 87-48,4.64412,-74.0517,3.0,Enfermero/a,,Android,210.216.181.59,Colombia,redes_sociales,entrega_domicilio,2024-08-30,0,10,11,deportes,3,255000.0,2026-05-01,4,0,1,44,estable,1
DM-00394,Liliana Beltran,LILIANA.BELTRAN516@DATAMAIL.CO,3050728814,SYN-13376880,1968-01-01,58,M,Medellin,Robledo,Transversal 122 # 41-70,6.2562,-75.54561,4.0,Abogado/a,3830000.0,Android,154.21.19.1,Colombia,marketplace,lista_comprada_tercero,,0,25,41,tecnologia,2,236000.0,2026-08-12,0,0,0,32,fiel,1
